,Egg_ID,ID,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,yolk,temp,mortality,liz_status,season,date_egg_laid_.day.m.year..,egg_date,hatch_date,Hatch_data_.day.m.year.,egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,egg_mass_final,X.reduction,hatch_mass,hatch_svl,hatch_tl,hatch_total,death_date,notes,dev_time,days_alive,yr_post_hatch_mortality
257,EG373_20,LD373_20,"""0505""",Box 1.26,f,CL109_20,E045_M,,E039_F120,delicata,A-23,A,23,0,ALIVE,2020/21,20/11/2020,20/11/2020,4/1/2021,,0.114,8.28,4.86,0.103,0.103,0.096491228,0.099,16.609,20.517,37.126,NA,,45,NA,NA
258,EG374_20,LD374_20,"""3(45)0(35)""",Box 1.24,f,CL109_20,E045_M,NA,E014_F120,delicata,A-28,A,28,0,ALIVE,2020/21,20/11/2020,20/11/2020,19/12/2020,,0.109,8.38,4.71,0.096,0.096,0.119266055,0.086,17.693,21.222,38.915,NA,,29,NA,NA
259,EG375_20,LG375_20,"""0300""",Box 1.28,f,CL110_20,E055_M,,E054_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,20/11/2020,20/11/2020,20/12/2020,,0.168,8.08,6.1,0.142,0.142,0.154761905,0.103,NA,NA,NA,NA,"a bit watery, cannot recognise where cloaca is",30,NA,NA
260,EG376_20,LG376_20,"""3004""",Box 1.28,f,CL110_20,E055_M,,E057_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,20/11/2020,20/11/2020,7/1/2021,,0.175,8.68,6.05,0.144,0.144,0.177142857,0.103,17.616,21.918,39.534,NA,,48,NA,NA
261,EG378_20,LD378_20,"""1503""",Box 1.25,m,CL111_20,E028_M,,E025_F120,delicata,A-23,A,23,0,ALIVE,2020/21,22/11/2020,22/11/2020,7/1/2021,,0.196,8.59,6.37,0.168,0.168,0.142857143,0.098,17.4,21.683,39.083,NA,,46,NA,NA
262,EG379_20,LD379_20,"""(34)055""",Box 1.26,m,CL111_20,E028_M,,E043_F120,delicata,A-28,A,28,0,ALIVE,2020/21,22/11/2020,22/11/2020,21/12/2020,,0.174,8.44,6.06,0.157,0.157,0.097701149,0.099,16.566,22.559,39.125,NA,,29,NA,NA
263,EG382_20,LD382_20,"""1040""",Box 1.27,m,CL111_20,E028_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,22/11/2020,22/11/2020,7/1/2021,,0.164,8.15,5.85,0.152,0.152,0.073170732,0.108,18.177,22.537,40.714,NA,a bit watery,46,NA,NA
264,EG383_20,LD383_20,"""0220""",Box 1.24,m,CL111_20,E028_M,NA,E014_F120,delicata,A-28,A,28,0,ALIVE,2020/21,22/11/2020,22/11/2020,19/12/2020,,0.196,8.9,6.26,0.173,0.173,0.117346939,0.099,NA,NA,NA,NA,cannot recognise where cloaca is,27,NA,NA
265,EG386_20,LD386_20,"""0220""",Box 1.25,f,CL112_20,E022_M,,E027_F120,delicata,A-23,A,23,0,ALIVE,2020/21,22/11/2020,22/11/2020,9/1/2021,,0.175,8.43,6.19,0.156,0.156,0.108571429,0.116,18.83,22.62,41.45,NA,a bitwatery,48,NA,NA
266,EG387_20,LD387_20,"""3004""",Box 1.25,f,CL112_20,E022_M,,E020_M,delicata,A-28,A,28,0,ALIVE,2020/21,22/11/2020,22/11/2020,22/12/2020,,0.162,8.41,5.88,0.132,0.132,0.185185185,0.111,18.397,23.716,42.113,NA,,30,NA,NA
267,EG389_20,NA,,,,CL113_20,E025_M,,,delicata,A-28,A,28,1,DEAD,2020/21,22/11/2020,22/11/2020,NA,,0.157,7.56,6.11,0.141,0.141,0.101910828,NA,NA,NA,,31/12/2020,egg died 31/12/20,NA,NA,NA
268,EG390_20,LD390_20,"""0043""",Box 1.25,f,CL114_20,E067_M,,E025_F120,delicata,A-23,A,23,0,ALIVE,2020/21,23/11/2020,23/11/2020,6/1/2021,,0.146,8.46,5.56,0.13,0.13,0.109589041,0.082,17.235,20.318,37.553,NA,,44,NA,NA
269,EG391_20,LD391_20,"""4000""",Box 1.27,f,CL114_20,E067_M,NA,E050_F120,delicata,A-28,A,28,0,ALIVE,2020/21,23/11/2020,23/11/2020,19/12/2020,,0.15,8.37,5.68,0.131,0.131,0.126666667,0.09,16.856,21.108,37.964,NA,,26,NA,NA
272,EG398_20,LG398_20,"""0203""",Box 1.28,f,CL116_20,E052_M,,E060_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,23/11/2020,23/11/2020,12/1/2021,,0.174,8.74,5.74,0.157,0.157,0.097701149,0.122,18.684,21.66,40.344,NA,,50,NA,NA
273,EG399_20,NA,,,,CL116_20,E052_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,23/11/2020,23/11/2020,NA,,0.18,8.57,6,0.162,0.162,0.1,NA,NA,NA,,13/12/2020,egg died 13/12/20,NA,NA,NA
274,EG401_20,NA,,,,CL117_20,E053_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,23/11/2020,23/11/2020,NA,,0.189,9.12,6,0.166,0.166,0.121693122,NA,NA,NA,,10/2/2021,"a bit watery; egg died, no embryo, 10/2/21",NA,NA,NA
275,EG403_20,LG403_20,"""0100""",Box 1.28,m,CL118_20,E002_M,,,guichenoti,A-23,A,23,0,ALIVE,2020/21,24/11/2020,24/11/2020,12/1/2021,,0.242,10,6.57,0.217,0.217,0.103305785,0.133,19.669,25.029,44.698,NA,,49,NA,NA
276,EG404_20,LG404_20,"""0013""",Box 1.28,m,CL118_20,E002_M,,E054_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,24/11/2020,24/11/2020,26/12/2020,,0.255,9.73,6.96,0.23,0.23,0.098039216,0.164,20.312,27.716,48.028,NA,a bit watery,32,NA,NA
277,EG406_20,LG406_20,"""(234)200""",Box 1.28,f,CL119_20,E004_M,,E059_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,24/11/2020,24/11/2020,11/1/2021,,0.218,8.75,6.72,0.202,0.202,0.073394495,1.65,20.293,23.382,43.675,NA,,48,NA,NA
278,EG407_20,LD407_20,"""0(12)(34)(12)""",,f,CL119_20,E004_M,,E061,guichenoti,A-28,A,28,0,ALIVE,2020/21,24/11/2020,24/11/2020,24/12/2020,,0.229,8.9,6.9,0.214,0.214,0.065502183,0.172,21.041,24.637,45.678,NA,a bit watery,30,NA,NA
279,EG408_20,LD408_20,"""0003""",Box 1.25,m,CL120_20,E025_M,,E063,delicata,A-23,A,23,0,ALIVE,2020/21,24/11/2020,24/11/2020,8/1/2021,,0.188,8.61,6.16,0.165,0.165,0.122340426,0.099,18.489,22.209,40.698,NA,,45,NA,NA
280,EG409_20,LD409_20,"""0403""",Box 1.27,m,CL121_20,E022_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,24/11/2020,24/11/2020,23/12/2020,,0.188,8.85,6.19,0.168,0.168,0.106382979,0.114,18.727,24.281,43.008,NA,,29,NA,NA
281,EG410_20,NA,,,,CL122_20,E056_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,26/11/2020,26/11/2020,NA,,0.178,9.69,5.59,0.167,0.167,0.061797753,NA,NA,NA,,30/11/2020,not much taken out; egg die 30/11/2020,NA,NA,NA
282,EG414_20,LG414_20,"""3020""",Box 1.25,f,CL122_20,E056_M,,E026_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,26/11/2020,26/11/2020,24/12/2020,,0.223,9.19,6.68,0.195,0.195,0.125560538,0.167,18.594,27.46,46.054,NA,perfect,28,NA,NA
283,EG417_20,NA,,,,CL123_20,E067_M,,,delicata,A-23,A,23,1,DEAD,2020/21,26/11/2020,26/11/2020,NA,,0.157,8.96,5.51,0.134,0.134,0.146496815,NA,NA,NA,,20/2/2021,good; pretty surethis is infertile egg; died 20/2/21,NA,NA,NA
284,EG418_20,LD418_20,"""4040""",Box 1.26,m,CL123_20,E067_M,,E034_F120,delicata,A-28,A,28,0,ALIVE,2020/21,26/11/2020,26/11/2020,25/12/2020,,0.161,8.75,5.67,0.135,0.135,0.161490683,0.111,18.832,23.187,42.019,NA,good,29,NA,NA
285,EG420_20,NA,,,,CL124_20,E046_M,,,delicata,A-28,A,28,1,DEAD,2020/21,26/11/2020,26/11/2020,NA,,0.107,8.09,4.73,0.092,0.092,0.140186916,NA,NA,NA,,10/2/2021,"bit watery; egg died, embryo, 10/2/21",NA,NA,NA
286,EG421_20,NA,,,,CL124_20,E046_M,,,delicata,A-23,A,23,1,DEAD,2020/21,26/11/2020,26/11/2020,NA,,0.104,8.43,4.76,0.082,0.082,0.211538462,NA,NA,NA,,20/1/2021,perfect yolk; Died 20/1/21 full embryo,NA,NA,NA
287,EG423_20,LD423_20,"""1040""",Box 1.24,f,CL125_20,E016_M,,E020_F120,delicata,A-28,A,28,0,ALIVE,2020/21,27/11/2020,27/11/2020,25/12/2020,,0.141,8.17,5.65,0.126,0.126,0.106382979,0.072,17.514,18.448,35.962,NA,,28,NA,NA
288,EG424_20,NA,,,,CL125_20,E016_M,,,delicata,A-23,A,23,1,DEAD,2020/21,27/11/2020,27/11/2020,NA,,0.123,7.54,5.65,0.115,0.115,0.06504065,NA,NA,NA,,11/1/2021,"syringe did not work; egg died 11/1/21, but almost hatched.",NA,NA,NA
289,EG425_20,LD425_20,"""3300""",Box 1.26,m,CL125_20,E016_M,,E039_F120,delicata,A-28,A,28,0,ALIVE,2020/21,27/11/2020,27/11/2020,25/12/2020,,0.124,7.81,5.49,0.11,0.11,0.112903226,0.078,17.213,20.218,37.431,NA,,28,NA,NA
290,EG428_20,LD428_20,"""001(13)""",Box 1.28,f,Cl126_20,E017_M,,E053_F120,delicata,A-23,A,23,0,ALIVE,2020/21,27/11/2020,27/11/2020,14/1/2021,,0.164,9.15,5.68,0.139,0.139,0.152439024,0.103,17.524,22.958,40.482,NA,,48,NA,NA
291,EG429_20,NA,,,,Cl126_20,E017_M,,,delicata,A-28,A,28,1,DEAD,2020/21,27/11/2020,27/11/2020,NA,,0.163,8.84,6,0.135,0.135,0.171779141,NA,NA,NA,,31/12/2020,egg died 31/12/20,NA,NA,NA
293,EG431_20,LD431_20,"""5010""",Box 1.25,f,CL127_20,E023_M,,E046_F120,delicata,A-23,A,23,0,ALIVE,2020/21,27/11/2020,27/11/2020,11/1/2021,,0.142,7.83,5.72,0.121,0.121,0.147887324,0.091,16.727,20.404,37.131,NA,,45,NA,NA
294,EG437_20,LD437_20,"""0032""",Box 1.28,m,CL128_20,E046_M,,E051_F120,delicata,A-23,A,23,0,ALIVE,2020/21,29/11/2020,29/11/2020,15/1/2021,,0.146,8.35,5.59,0.121,0.121,0.171232877,0.091,16.429,21.538,37.967,NA,,47,NA,NA
295,EG438_20,LD438_20,"""0052""",Box 1.27,f,CL128_20,E046_M,,E045_F120,delicata,A-28,A,28,0,ALIVE,2020/21,29/11/2020,29/11/2020,27/12/2020,,0.154,9.38,5.45,0.124,0.124,0.194805195,0.083,16.438,22.785,39.223,NA,,28,NA,NA
296,EG439_20,LD439_20,"""0343""",Box 1.26,m,CL128_20,E046_M,,E043_F120,delicata,A-28,A,28,0,ALIVE,2020/21,29/11/2020,29/11/2020,28/12/2020,,0.158,8.89,5.63,0.139,0.139,0.120253165,0.108,NA,NA,,NA,,29,NA,NA
297,EG441_20,LD441_20,"""1030""",Box 1.28,f,CL129_20,E049_M,,E052_F120,delicata,A-23,A,23,0,ALIVE,2020/21,29/11/2020,29/11/2020,13/1/2021,,0.114,7.61,5.3,0.095,0.095,0.166666667,0.072,15.708,20.208,35.916,NA,,45,NA,NA
298,EG442_20,LD442_20,"""3(24)00""",Box 1.24,m,CL129_20,E049_M,,E028_M,delicata,A-28,A,28,0,ALIVE,2020/21,29/11/2020,29/11/2020,28/12/2020,,0.116,7.85,5.28,0.11,0.11,0.051724138,0.1,NA,NA,,NA,the needle went out of the egg in the middle of the extraction,29,NA,NA
299,EG443_20,LG443_20,"""2405""",Box 1.26,,CL130_20,E052_M,,E032_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,29/11/2020,29/11/2020,27/12/2020,,0.217,8.81,6.63,0.198,0.198,0.087557604,0.147,19.743,24.74,44.483,NA,a bit watery,28,NA,NA
300,EG444_20,LG444_20,"""0002""",Box 1.28,m,Cl131_20,E050_M,,E055_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,29/11/2020,29/11/2020,18/1/2021,,0.17,8.26,6.09,0.156,0.156,0.082352941,0.127,18.299,23.048,41.347,NA,,50,NA,NA
301,EG446_20,LG446_20,"""0104""",Box 1.28,f,CL132_20,E001_M,,E059_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,30/11/2020,30/11/2020,23/1/2021,,0.154,8.49,5.46,0.133,0.133,0.136363636,0.125,19.163,23.826,42.989,NA,,54,NA,NA
302,EG447_20,LG447_20,"""0033""",Box 1.28,f,CL132_20,E001_M,,E060_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,30/11/2020,30/11/2020,3/1/2021,,0.148,9.05,5.2,0.126,0.126,0.148648649,0.132,19.156,26.732,45.888,NA,"Escaped 03/02, possible mix-up with LD384, LD490, LD347",34,NA,NA
303,EG449_20,LG449_20,"""0550""",Box 1.26,f,CL133_20,E003_M,,E0.,guichenoti,A-23,A,23,1,DEAD,2020/21,30/11/2020,30/11/2020,16/1/2021,,0.215,8.93,6.48,0.191,0.191,0.111627907,0.146,19.73,24.416,44.146,NA,a bit watery,47,NA,NA
304,EG450_20,LG450_20,"""(All)(345)30""",Box 1.25,f,CL133_20,E003_M,,E0.,guichenoti,A-28,A,28,0,ALIVE,2020/21,30/11/2020,30/11/2020,30/12/2020,,0.21,8.24,6.66,0.18,0.18,0.142857143,0.137,19.568,24.382,43.95,NA,a bit watery,30,NA,NA
305,EG452_20,LD452_20,"""040(12)""",Box 1.27,m,CL134_20,E026_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,30/11/2020,30/11/2020,18/1/2021,,0.168,8.88,5.74,0.148,0.148,0.119047619,0.129,18.272,24.664,42.936,NA,,49,NA,NA
306,EG453_20,LD453_20,"""1003""",Box 1.27,m,CL134_20,E026_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,30/11/2020,30/11/2020,30/12/2020,,0.156,8.51,5.69,0.136,0.136,0.128205128,0.114,18.537,26.763,45.3,NA,,30,NA,NA
307,EG455_20,LG455_20,"""4402""",Box 1.24,,CL135_20,E050_M,,E017_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,1/12/2020,1/12/2020,31/12/2020,,0.178,8.47,6.02,0.161,0.161,0.095505618,0.115,18.58,25.61,44.19,NA,"photo with LD, not LG",30,NA,NA
308,EG456_20,LG456_20,"""0004""",Box 1.28,f,CL136_20,E051_M,,E060_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,1/12/2020,1/12/2020,17/1/2021,,0.186,8.35,6.15,0.163,0.163,0.123655914,0.13,19.651,24.44,44.091,NA,,47,NA,NA
309,EG457_20,LG457_20,"""0330""",Box 1.25,,CL136_20,E051_M,,E030_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,1/12/2020,1/12/2020,31/12/2020,,0.192,8.47,6.08,0.176,0.176,0.083333333,0.136,19.06,26.296,45.356,NA,a bit watery,30,NA,NA
310,EG460_20,LD460_20,"""*302""",Box 1.26,m,Cl137_20,E045_M,,E053_F120,delicata,A-23,A,23,0,ALIVE,2020/21,1/12/2020,1/12/2020,10/1/2021,,0.17,8.37,5.94,0.148,0.148,0.129411765,0.087,17.163,19.415,36.578,NA,a bit watery,40,NA,NA
311,EG461_20,LD461_20,"""0004""",Box 1.26,f,CL138_20,E028_M,,E038_F120,delicata,A-28,A,28,0,ALIVE,2020/21,2/12/2020,2/12/2020,1/1/2021,,0.123,7.9,5.34,0.109,0.109,0.113821138,0.101,NA,NA,,NA,,30,NA,NA
312,EG464_20,LD464_20,"""0510""",Box 1.27,m,CL138_20,E028_M,,E046_F120,delicata,A-23,A,23,0,ALIVE,2020/21,2/12/2020,2/12/2020,18/1/2021,,0.137,8.37,5.32,0.12,0.12,0.124087591,0.113,18.225,22.948,41.173,NA,,47,NA,NA
313,EG466_20,LG466_20,"""0003""",Box 1.28,m,CL139_20,E001_M,,,guichenoti,A-23,A,23,0,ALIVE,2020/21,2/12/2020,2/12/2020,19/1/2021,,0.22,8.07,6.95,0.193,0.193,0.122727273,0.115,18.317,23.564,41.881,NA,,48,NA,NA
314,EG467_20,LG467_20,"""0400""",Box 1.25,,CL139_20,E001_M,,E023_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,2/12/2020,2/12/2020,2/1/2021,,0.203,8.22,6.56,0.188,0.188,0.073891626,0.161,20.802,27.154,47.956,NA,a bit watery,31,NA,NA
315,EG471_20,LD471_20,"""4400""",Box 1.26,f,CL140_20,E009_M,,E036_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,4/12/2020,21/1/2021,,0.111,8.39,4.6,0.099,0.099,0.108108108,0.088,18.225,20.87,39.095,NA,,48,NA,NA
316,EG472_20,LD472_20,"""2050""",Box 1.27,m,CL140_20,E009_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,4/12/2020,4/1/2021,,0.12,7.55,5.3,0.104,0.104,0.133333333,0.092,18.115,23.086,41.201,NA,,31,NA,NA
317,EG475_20,LD475_20,"""0105""",Box 1.26,f,CL140_20,E009_M,,E044_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,4/12/2020,25/1/2021,,0.127,7.97,5.22,0.109,0.109,0.141732283,0.096,17.804,25.799,43.603,NA,a bit watery,52,NA,NA
318,EG476_20,LD476_20,"""0034""",Box 1.27,f,CL141_20,E021_M,,E043_F120,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,4/12/2020,31/12/2020,,0.173,8.17,6.31,0.147,0.147,0.150289017,0.105,17.465,21.415,38.88,NA,a bit watery,27,NA,NA
319,EG479_20,LD479_20,"""2500""",Box 1.28,f,CL141_20,E021_M,,E049_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,4/12/2020,15/1/2021,,0.171,8.16,6.3,0.145,0.145,0.152046784,0.106,17.769,20.381,38.15,NA,a bit watery,42,NA,NA
320,EG480_20,LD480_20,"""0201""",Box 1.28,f,CL141_20,E021_M,,E052_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,4/12/2020,16/1/2021,,0.172,7.84,6.31,0.149,0.149,0.13372093,0.096,16.763,21.261,38.024,NA,,43,NA,NA
321,EG481_20,NA,,,,CL142_20,E010_M,,,delicata,A-23,A,23,1,DEAD,2020/21,4/12/2020,4/12/2020,NA,,0.2,8.61,6.69,0.184,0.184,0.08,NA,NA,NA,,18/12/2020,a bit watery; egg died 18/12/20; embryo,NA,NA,NA
322,EG482_20,LD482_20,"""2235""",Box 1.25,f,CL142_20,E010_M,,E061,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,4/12/2020,31/12/2020,,0.183,8.48,6.26,0.164,0.164,0.103825137,0.108,16.728,23.709,40.437,NA,a bit watery,27,NA,NA
323,EG484_20,LD484_20,"""0401""",Box 1.26,m,CL143_20,E018_M,,E050_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,4/12/2020,21/1/2021,,0.124,8.27,5.02,0.106,0.106,0.14516129,0.085,16.115,22.647,38.762,NA,,48,NA,NA
324,EG485_20,LD485_20,"""0025""",Box 1.26,m,CL143_20,E018_M,,E046_F120,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,4/12/2020,5/1/2021,,0.121,9.13,4.71,0.106,0.106,0.123966942,0.094,18.319,24.883,43.202,NA,,32,NA,NA
325,EG488_20,LD488_20,"""(45)0(35)(35)""",Box 1.26,f,CL144_20,E025_M,,E034_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,4/12/2020,6/1/2021,,0.224,8.3,6.92,0.202,0.202,0.098214286,0.12,17.708,24.196,41.904,NA,a bit watery,33,NA,NA
326,EG489_20,LD489_20,"""5300""",Box 1.26,f,CL145_20,E011_M,,E042_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,4/12/2020,16/1/2021,,0.196,9.55,6.1,0.18,0.18,0.081632653,0.121,18.782,25.181,43.963,NA,,43,NA,NA
327,EG490_20,LD490_20,"""0(13)32""",Box 1.25,f,CL145_20,E011_M,,E061,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,4/12/2020,1/1/2021,,0.208,9.13,6.5,0.19,0.19,0.086538462,0.111,NA,NA,,NA,"Escaped 03/02, possible mix-up with LD384, LD490, LD347",28,NA,NA
328,EG494_20,NA,,,,CL146_20,E016_M,,,delicata,A-28,A,28,1,DEAD,2020/21,7/12/2020,7/12/2020,NA,,0.147,9,5.35,0.132,0.132,0.102040816,NA,NA,NA,,3/1/2021,a bit of blood; egg died 3/1/21,NA,NA,NA
329,EG495_20,LD495_20,"""5500""",Box 1.25/Box 1.26,m,CL146_20,E016_M,,E036_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,7/12/2020,22/1/2021,,0.14,8.92,5.3,0.126,0.126,0.1,0.129,18.389,22.604,40.993,NA,watery (not successful),46,NA,NA
330,EG497_20,LD497_20,"""2030""",Box 1.26,f,CL147_20,E024_M,,E039_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,7/12/2020,29/12/2020,,0.22,8.15,7.16,0.195,0.195,0.113636364,0.123,19.09,25.828,44.918,NA,,22,NA,NA
331,EG499_20,NA,,,,CL148_20,E028_M,,,delicata,A-23,A,23,1,DEAD,2020/21,7/12/2020,7/12/2020,NA,,0.178,8.02,6.36,0.152,0.152,0.146067416,NA,NA,NA,,17/2/2021,watery; egg died 17/2/21 - embryo,NA,NA,NA
332,EG500_20,LD500_20,"""(All)00(123)""",Box 1.26,m,CL148_20,E028_M,,E044_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,7/12/2020,4/1/2021,,0.175,8.22,6.3,0.158,0.158,0.097142857,0.099,17.61,22.716,40.326,NA,watery,28,NA,NA
333,EG504_20,LD504_20,"""5050""",Box 1.26,m,CL149_20,E010_M,,E040_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,7/12/2020,3/1/2021,,0.133,7.44,6.12,0.106,0.106,0.203007519,0.083,15.603,22.672,38.275,NA,"OK, BUT BIT WATERY",27,NA,NA
334,EG506_20,NA,,,,CL149_20,E010_M,,,delicata,A-23,A,23,1,DEAD,2020/21,7/12/2020,7/12/2020,NA,,0.126,7.71,5.79,0.112,0.112,0.111111111,NA,NA,NA,,31/12/2020,watery; egg died 31/12/20,NA,NA,NA
335,EG507_20,LD507_20,"""0502""",Box 1.27,f,CL150_20,E021_M,,E048_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,7/12/2020,24/1/2021,,0.168,8.31,6.35,0.145,0.145,0.136904762,0.104,17.887,22.416,40.303,NA,,48,NA,NA
336,EG510_20,LD510_20,"""(34)000""",Box 1.28,f,CL150_20,E021_M,,E051_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,7/12/2020,6/1/2021,,0.174,7.86,6.38,0.151,0.151,0.132183908,0.099,17.789,23.77,41.559,NA,very watery,30,NA,NA
337,EG511_20,NA,,,,CL151_20,E030_M,,,delicata,A-28,A,28,1,DEAD,2020/21,7/12/2020,7/12/2020,NA,,0.139,7.52,5.87,0.117,0.117,0.158273381,NA,NA,NA,,8/1/2021,egg died 8/1/21,NA,NA,NA
338,EG512_20,LD512_20,,,,CL151_20,E030_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,7/12/2020,24/1/2021,,0.135,7.8,5.69,0.112,0.112,0.17037037,0.113,18.255,22.703,40.958,NA,,48,NA,NA
339,EG513_20,LD513_20,"""4020""",Box 1.26,m,CL151_20,E030_M,,E038_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,7/12/2020,22/1/2021,,0.136,7.52,5.79,0.118,0.118,0.132352941,0.092,18.33,21.981,40.311,NA,,46,NA,NA
340,EG516_20,LD516_20,"""1300""",Box 1.26,m,CL151_20,E030_M,,E040_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,7/12/2020,23/1/2021,,0.131,7.77,5.72,0.112,0.112,0.145038168,0.092,17.775,22.378,40.153,NA,,47,NA,NA
341,EG519_20,LD519_20,"""5002""",Box 1.28,m,CL152_20,E019_M,,E033_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,7/12/2020,26/1/2021,,0.127,8.8,5.33,0.114,0.114,0.102362205,0.1,17.953,24.166,42.119,NA,watery,50,NA,NA
343,EG521_20,LD521_20,"""5200""",Box 1.27,f,CL153_20,E012_M,,E047_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,7/12/2020,6/1/2021,,0.16,9.88,5.43,0.133,0.133,0.16875,0.128,18.471,23.576,42.047,NA,,30,NA,NA
344,EG523_20,NA,,,,CL153_20,E012_M,,,delicata,A-23,A,23,1,DEAD,2020/21,7/12/2020,7/12/2020,NA,,0.16,9.99,5.55,0.14,0.14,0.125,NA,NA,NA,,26/1/2021,"some blood vessel in hormone sample; egg died 26 Jan 21, full embryo",NA,NA,NA
345,EG524_20,LD524_20,"""2003""",Box 1.27,m,CL154_20,E014_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,7/12/2020,22/1/2021,,0.148,8.14,6.17,0.126,0.126,0.148648649,0.078,16.619,20.472,37.091,NA,,46,NA,NA
346,EG525_20,LD525_20,"""2300""",Box 1.27,m,CL154_20,E014_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,7/12/2020,4/1/2021,,0.159,8.14,6.03,0.135,0.135,0.150943396,0.03,16.811,20.292,37.103,NA,little watery,28,NA,NA
349,EG531_20,LD531_20,"""0041""",Box 1.26,m,CL155_20,E031_M,,E042_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,7/12/2020,21/1/2021,,0.14,8.55,6,0.123,0.123,0.121428571,0.087,16.808,19.375,36.183,NA,,45,NA,NA
350,EG533_20,LG533_20,"""3500""",Box 1.28,m,CL156_20,E005_M,,E055_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,9/12/2020,9/12/2020,1/2/2021,,0.18,9.83,5.95,0.165,0.165,0.083333333,0.149,20.025,26.441,46.466,NA,,54,NA,NA
351,EG534_20,NA,,,,CL157_20,E003_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,9/12/2020,9/12/2020,NA,,0.207,8.43,6.69,0.195,0.195,0.057971014,NA,NA,NA,,13/2/2021,"difficult to extract; egg died 13/2/21; embryo, but mouldy throughout incubation",NA,NA,NA
352,EG535_20,NA,,,,CL157_20,E003_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,9/12/2020,9/12/2020,NA,,0.213,9.73,6.41,0.194,0.194,0.089201878,NA,NA,NA,,19/12/2020,egg died 19/ 12/20,NA,NA,NA
353,EG537_20,LD537_20,"""0500""",Box 1.27,m,CL158_20,E018_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,9/12/2020,9/12/2020,26/1/2021,,0.125,8.44,5.26,0.111,0.111,0.112,0.11,17.763,21.821,39.584,NA,,48,NA,NA
354,EG538_20,LD538_20,"""5025""",Box 1.26,m,CL158_20,E018_M,,E044_F120,delicata,A-28,A,28,0,ALIVE,2020/21,9/12/2020,9/12/2020,7/1/2021,,0.13,8.76,5.44,0.114,0.114,0.123076923,0.106,17.7,23.208,40.908,NA,,29,NA,NA
